"시설종류",대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자
"초등학교",경운초등학교,대구광역시 서구 평리로54길 16,대구광역시 서구 내당동 296,35.8608795079,128.552788,대구광역시 서구청,서부경찰서,Y,,10,2019-09-24
"초등학교",내서초등학교,대구광역시 서구 달구벌대로371길 35,대구광역시 서구 내당동 11-33,35.8638187525,128.5667587689,대구광역시 서구청,서부경찰서,Y,,9,2019-09-24
"유치원",내서초등학교병설유치원,대구광역시 서구 달구벌대로371길 35,대구광역시 서구 내당동 11-33,35.8638187525,128.5667587689,대구광역시 서구청,서부경찰서,Y,,9,2019-09-24
"초등학교",달서초등학교,대구광역시 서구 국채보상로34길 35,대구광역시 서구 중리동 65-2,35.8668446974,128.5505173128,대구광역시 서구청,서부경찰서,Y,,26,2019-09-24
"유치원",달서초등학교병설유치원,대구광역시 서구 국채보상로34길 35,대구광역시 서구 중리동 65-2,35.8668446974,128.5505173128,대구광역시 서구청,서부경찰서,Y,,26,2019-09-24
"초등학교",달성초등학교,대구광역시 서구 고성로 127,대구광역시 서구 원대동1가 12,35.8828176132,128.5792116709,대구광역시 서구청,서부경찰서,Y,,15,2019-09-24
"유치원",달성초등학교병설유치원,대구광역시 서구 고성로 127,대구광역시 서구 원대동1가 12,35.8828176132,128.5792116709,대구광역시 서구청,서부경찰서,Y,,15,2019-09-24
"초등학교",대성초등학교,대구광역시 서구 국채보상로 426,대구광역시 서구 비산동 169-1,35.8704052565,128.5771539788,대구광역시 서구청,서부경찰서,Y,,35,2019-09-24
"유치원",대성초등학교병설유치원,대구광역시 서구 국채보상로 426,대구광역시 서구 비산동 169-1,35.8704052565,128.5771539788,대구광역시 서구청,서부경찰서,Y,,35,2019-09-24
"초등학교",두류초등학교,대구광역시 서구 달구벌대로357길 22,대구광역시 서구 내당동 211-1,35.8616275,128.559932,대구광역시 서구청,서부경찰서,Y,,8,2019-09-24
"초등학교",북비산초등학교,대구광역시 서구 통학로48길 7,대구광역시 서구 비산동 786-1,35.8815455172,128.5645920850,대구광역시 서구청,서부경찰서,Y,,14,2019-09-24
"유치원",북비산초등학교병설유치원,대구광역시 서구 통학로48길 7,대구광역시 서구 비산동 786-1,35.8815455172,128.5645920850,대구광역시 서구청,서부경찰서,Y,,14,2019-09-24
"초등학교",비봉초등학교,대구광역시 서구 달서로45길 30,대구광역시 서구 비산동 705-1,35.8827649236,128.568631,대구광역시 서구청,서부경찰서,Y,,10,2019-09-24
"유치원",비봉초등학교병설유치원,대구광역시 서구 달서로45길 30,대구광역시 서구 비산동 705-1,35.8827649236,128.568631,대구광역시 서구청,서부경찰서,Y,,10,2019-09-24
"초등학교",비산초등학교,대구광역시 서구 통학로 202,대구광역시 서구 평리동 662-1,35.8787590535,128.5643246783,대구광역시 서구청,서부경찰서,Y,,15,2019-09-24
"초등학교",서대구초등학교,대구광역시 서구 서대구로63길 28-13,대구광역시 서구 비산동 1484,35.8894457869,128.5577353407,대구광역시 서구청,서부경찰서,Y,,20,2019-09-24
"초등학교",서도초등학교,대구광역시 서구 평리로 395,대구광역시 서구 평리동 1111-1,35.8672722676,128.5653520893,대구광역시 서구청,서부경찰서,Y,,21,2019-09-24
"유치원",서도초등학교병설유치원,대구광역시 서구 평리로 395,대구광역시 서구 평리동 1111-1,35.8672722676,128.5653520893,대구광역시 서구청,서부경찰서,Y,,21,2019-09-24
