"시설종류",대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자
"초등학교",삼덕초등학교,부산광역시 사상구 삼덕로 24 (삼락동),,35.1741853264,128.978216668,부산광역시 사상구청,사상경찰서,Y,3,,2019-09-17
"유치원",삼덕초등학교병설유치원,부산광역시 사상구 삼덕로 24 (삼락동),,35.1741853264,128.978216668,부산광역시 사상구청,사상경찰서,Y,3,,2019-09-17
"초등학교",모라초등학교,부산광역시 사상구 모라로64번길 46 (모라동),,35.1900448726,128.986430328,부산광역시 사상구청,사상경찰서,Y,2,,2019-09-17
"초등학교",모덕초등학교,부산광역시 사상구 덕상로 120 (모라동),,35.1827017577,128.991937417,부산광역시 사상구청,사상경찰서,Y,1,,2019-09-17
"유치원",모덕유치원,부산광역시 사상구 덕상로 85 (덕포동),,35.1790724802,128.989267271,부산광역시 사상구청,사상경찰서,Y,1,,2019-09-17
"유치원","초록유치원(구,동백유치원)",부산광역시 사상구 백양대로 880 (모라동),,35.1831126913,128.991280071,부산광역시 사상구청,사상경찰서,Y,1,,2019-09-17
"초등학교",모동초등학교,부산광역시 사상구 모라로192번길 37 (모라동),,35.185230128,129.0019192,부산광역시 사상구청,사상경찰서,Y,2,,2019-09-17
"유치원",모동초등학교병설,부산광역시 사상구 모라로192번길 37 (모라동),,35.185230128,129.0019192,부산광역시 사상구청,사상경찰서,Y,2,,2019-09-17
"유치원",아름솔유치원,부산광역시 사상구 모라로192번길 32 (모라동),,35.1844609,129.001392941,부산광역시 사상구청,사상경찰서,Y,2,,2019-09-17
"초등학교",모산초등학교,부산광역시 사상구 모라로110번길 93 (모라동),,35.1857154985,128.995207468,부산광역시 사상구청,사상경찰서,Y,1,,2019-09-17
"어린이집",모라어린이집,"부산광역시 사상구 모라로110번길 129(모라동, 모라종합사회복지관)",,35.1849433502,128.997875714,부산광역시 사상구청,사상경찰서,Y,1,,2019-09-17
"초등학교",덕포초등학교,부산광역시 사상구 삼덕로 83 (덕포동),,35.1739312703,128.9860524,부산광역시 사상구청,사상경찰서,Y,4,,2019-09-17
"초등학교",덕상초등학교,부산광역시 사상구 덕상로 39 (덕포동),,35.1748859,128.9897236,부산광역시 사상구청,사상경찰서,Y,4,,2019-09-17
"유치원",은하자연유치원,부산광역시 사상구 백양대로768번길 63-24 (덕포동),,35.1739467,128.9925819,부산광역시 사상구청,사상경찰서,Y,4,,2019-09-17
"어린이집",은하자연어린이집,부산광역시 사상구 백양대로768번길 63-24 (덕포동),,35.1739467,128.9925819,부산광역시 사상구청,사상경찰서,Y,4,,2019-09-17
"유치원",덕포한샘유치원,부산광역시 사상구 백양대로768번길 63-6 (덕포동),,35.1740995242,128.9915902,부산광역시 사상구청,사상경찰서,Y,4,,2019-09-17
"초등학교",사상초등학교,부산광역시 사상구 운산로 65 (덕포동),,35.167610394,128.982842257,부산광역시 사상구청,사상경찰서,Y,5,,2019-09-17
"유치원",사상초등학교병설유치원,부산광역시 사상구 운산로 65 (덕포동),,35.167610394,128.982842257,부산광역시 사상구청,사상경찰서,Y,5,,2019-09-17
"어린이집",부산근로복지공단어린이집,부산광역시 사상구 사상로 255 (괘법동),,35.1674318954,128.9816774,부산광역시 사상구청,사상경찰서,Y,5,,2019-09-17
"초등학교",괘법초등학교,부산광역시 사상구 사상로161번길 8 (괘법동),,35.1601831693,128.985795966,부산광역시 사상구청,사상경찰서,Y,4,,2019-09-17
