"시설종류",대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자
"초등학교",봉화초등학교,경상북도 봉화군 봉화읍 내성로7길 3,경상북도 봉화군 봉화읍 내성리 252-3,36.8926471774,128.7403713278,경상북도 봉화군청,봉화경찰서,Y,7,7,2019-10-08
"초등학교",내성초등학교,경상북도 봉화군 봉화읍 교촌1길 37,경상북도 봉화군 봉화읍 내성리 452-1,36.8858133031,128.7355008390,경상북도 봉화군청,봉화경찰서,Y,7,6,2019-10-08
"초등학교",도촌초등학교,경상북도 봉화군 봉화읍 봉화로 639,경상북도 봉화군 봉화읍 적덕리 891-1,36.8802400726,128.6860533805,경상북도 봉화군청,봉화경찰서,Y,4,7,2019-10-08
"초등학교",봉성초등학교,경상북도 봉화군 봉성면 봉명로 550,경상북도 봉화군 봉성면 봉성리 526-1,36.8854696747,128.8149303943,경상북도 봉화군청,봉화경찰서,Y,3,7,2019-10-08
"초등학교",동양초등학교,경상북도 봉화군 봉성면 다덕로 523-14,경상북도 봉화군 봉성면 동양리 459-3,36.9133095397,128.7914396656,경상북도 봉화군청,봉화경찰서,Y,3,7,2019-10-08
"초등학교",중앙초등학교,경상북도 봉화군 법전면 법전로 135,경상북도 봉화군 법전면 법전리 39-3,36.9146626440,128.8776524785,경상북도 봉화군청,봉화경찰서,Y,3,7,2019-10-08
"초등학교",춘양초등학교,경상북도 봉화군 춘양면 의양로 24-1,경상북도 봉화군 춘양면 의양리 341,36.9395315022,128.9149557742,경상북도 봉화군청,봉화경찰서,Y,9,7,2019-10-08
"초등학교",서벽초등학교,경상북도 봉화군 춘양면 춘양로 1424,경상북도 봉화군 춘양면 서벽리 349-2,37.0085984463,128.8337172300,경상북도 봉화군청,봉화경찰서,Y,3,7,2019-10-08
"초등학교",소천초등학교,경상북도 봉화군 소천면 소천로 1284,경상북도 봉화군 소천면 현동리 651,36.9379979399,129.0022364945,경상북도 봉화군청,봉화경찰서,Y,4,7,2019-10-08
"초등학교",재산초등학교,경상북도 봉화군 재산면 재산로 514,경상북도 봉화군 재산면 현동리 735,36.8170414362,128.9635131031,경상북도 봉화군청,봉화경찰서,Y,2,7,2019-10-08
"초등학교",명호초등학교,경상북도 봉화군 명호면 노루목재길 28,경상북도 봉화군 명호면 도천리 195-3,36.8564452261,128.8990181178,경상북도 봉화군청,봉화경찰서,Y,2,6,2019-10-08
"초등학교",상운초등학교,경상북도 봉화군 상운면 예봉로 1231,경상북도 봉화군 상운면 가곡리 419-3,36.8303596276,128.7538316,경상북도 봉화군청,봉화경찰서,Y,3,6,2019-10-08
