"시설종류",대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자
"초등학교",호서남초등학교,경상북도 문경시 호서로 117,경상북도 문경시 흥덕동 348,36.6049386474,128.2036349728,경상북도 문경시,문경경찰서,Y,4,6,2019-09-27
"초등학교",문경초등학교,경상북도 문경시 문경읍 청운로 23,경상북도 문경시 문경읍 상리 468,36.7368339281,128.1048389207,경상북도 문경시,문경경찰서,Y,1,6,2019-09-27
"초등학교",가은초등학교,경상북도 문경시 가은읍 가은로 129,경상북도 문경시 가은읍 왕능리 292,36.6442128498,128.0621276167,경상북도 문경시,문경경찰서,Y,2,6,2019-09-27
"초등학교",산양초등학교,경상북도 문경시 산양면 과곡길 27,경상북도 문경시 산양면 과곡리 594,36.6373523588,128.2719665375,경상북도 문경시,문경경찰서,Y,1,6,2019-09-27
"초등학교",산북초등학교,경상북도 문경시 산북면 금천로 553-12,경상북도 문경시 산북면 대상리 69,36.6558207137,128.2577138928,경상북도 문경시,문경경찰서,Y,2,6,2019-09-27
"초등학교",모전초등학교,경상북도 문경시 매봉로 75,경상북도 문경시 모전동 680,36.5918944622,128.1809451098,경상북도 문경시,문경경찰서,Y,4,13,2019-09-27
"초등학교",호계초등학교,경상북도 문경시 호계면 막곡길 16,경상북도 문경시 호계면 막곡리 248,36.6349652591,128.2058773761,경상북도 문경시,문경경찰서,Y,1,6,2019-09-27
"초등학교",점촌초등학교,경상북도 문경시 중앙로 63-16,경상북도 문경시 모전동 7,36.5919384640,128.1949718210,경상북도 문경시,문경경찰서,Y,4,6,2019-09-27
"초등학교",동성초등학교,경상북도 문경시 마성면 동성길 80,경상북도 문경시 마성면 오천리 595-2,36.6821462791,128.1270800007,경상북도 문경시,문경경찰서,Y,1,6,2019-09-27
"초등학교",영순초등학교,경상북도 문경시 영순면 사근2길 14,경상북도 문경시 영순면 사근리 915-2,36.5787447960,128.2451425874,경상북도 문경시,문경경찰서,Y,1,6,2019-09-27
"초등학교",점촌중앙초등학교,경상북도 문경시 중앙초등길 9,경상북도 문경시 점촌동 424-1,36.5992549688,128.1942845029,경상북도 문경시,문경경찰서,Y,3,6,2019-09-27
"초등학교",점촌북초등학교,경상북도 문경시 유곡불정로 154,경상북도 문경시 유곡동 139,36.6265487343,128.1568522172,경상북도 문경시,문경경찰서,Y,1,6,2019-09-27
"초등학교",신기초등학교,경상북도 문경시 신기4길 15,경상북도 문경시 신기동 67-3,36.6402956614,128.1679349871,경상북도 문경시,문경경찰서,Y,3,5,2019-09-27
"초등학교",농암초등학교,경상북도 문경시 농암면 농암길 44-14,경상북도 문경시 농암면 농암리 207,36.6027850339,128.0033811139,경상북도 문경시,문경경찰서,Y,1,6,2019-09-27
"초등학교",당포초등학교,경상북도 문경시 문경읍 여우목로 580,경상북도 문경시 문경읍 당포리 652,36.7525265443,128.1531288028,경상북도 문경시,문경경찰서,Y,1,6,2019-09-27
"초등학교",동로초등학교,경상북도 문경시 동로면 노은2길 4,경상북도 문경시 동로면 노은리 155-2,36.7714734036,128.3141145102,경상북도 문경시,문경경찰서,Y,1,6,2019-09-27
"초등학교",용흥초등학교,경상북도 문경시 문경읍 갈평길 34,경상북도 문경시 문경읍 갈평리 563,36.7877875026,128.1582725707,경상북도 문경시,문경경찰서,Y,3,5,2019-09-27
"초등학교",가은초교 희양분교장,경상북도 문경시 가은읍 대야로 1871,경상북도 문경시 가은읍 상괴리 450,36.6707623065,128.0116547168,경상북도 문경시,문경경찰서,Y,1,6,2019-09-27
"초등학교",산북초교 창구분교장,경상북도 문경시 산북면 창구길 9,경상북도 문경시 산북면 창구리 183,36.7609685918,128.2439163509,경상북도 문경시,문경경찰서,Y,1,6,2019-09-27
"초등학교",농암초교 청화분교장,경상북도 문경시 농암면 중리길 1-5,경상북도 문경시 농암면 화산리 190,36.5730465754,127.9872171223,경상북도 문경시,문경경찰서,Y,1,6,2019-09-27
"유치원",룸비니유치원,경상북도 문경시 산양면 연소길 25,경상북도 문경시 산양면 연소리 486-2,36.6131171309,128.2621302054,경상북도 문경시,문경경찰서,Y,2,6,2019-09-27
"유치원",새싹유치원,경상북도 문경시 모전3길 32,경상북도 문경시 모전동 300-2,36.5894015108,128.1873478079,경상북도 문경시,문경경찰서,Y,3,6,2019-09-27
"유치원",새재유치원,경상북도 문경시 문경읍 청운로 95,경상북도 문경시 문경읍 하리 2-1,36.7376920740,128.1117700627,경상북도 문경시,문경경찰서,Y,2,6,2019-09-27
"유치원",연꽃유치원,경상북도 문경시 중앙5길 28,경상북도 문경시 점촌동 326-2,36.5919860649,128.2009932906,경상북도 문경시,문경경찰서,Y,2,5,2019-09-27
"유치원",상지유치원,경상북도 문경시 점촌5길 39-9,경상북도 문경시 점촌동 440,36.5973253269,128.1962126389,경상북도 문경시,문경경찰서,Y,2,6,2019-09-27
"유치원",이화유치원,경상북도 문경시 신흥7길 9,경상북도 문경시 흥덕동 769-1,36.6042338751,128.2073881322,경상북도 문경시,문경경찰서,Y,5,5,2019-09-27
"유치원",성모유치원,경상북도 문경시 가은읍 대야로 2491-4,경상북도 문경시 가은읍 왕능리 280-1,36.6452345150,128.0631569885,경상북도 문경시,문경경찰서,Y,5,6,2019-09-27
"유치원",문경유치원,경상북도 문경시 점촌로 60,경상북도 문경시 점촌동 405-3,36.5989243792,128.1977750549,경상북도 문경시,문경경찰서,Y,2,15,2019-09-27
