"시설종류",대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자
"유치원",가나유치원,대구광역시 달서구 송현로7길 15(상인동),대구광역시 달서구 상인동 860-2,35.82091861,128.5469351,대구광역시 달서구청,대구광역시 달서경찰서,Y,1,6,2019-09-19
"유치원",가야유치원,대구광역시 달서구 성서동로 350(용산동),대구광역시 달서구 용산동 905,35.8516974,128.5165254,대구광역시 달서구청,대구광역시 성서경찰서,Y,1,6,2019-09-19
"어린이집",가톨릭소화어린이집,대구광역시 달서구 월곡로53서길 18 (상인동),대구광역시 달서구 상인동 1431-7,35.81473892,128.5353075,대구광역시 달서구청,대구광역시 달서경찰서,Y,1,8,2019-09-19
"초등학교",감삼초교,대구광역시 달서구 당산로 122(감삼동),대구광역시 달서구 성당동 695-85,35.84802581,128.5460146,대구광역시 달서구청,대구광역시 성서경찰서,Y,1,8,2019-09-19
"초등학교",감삼초교,대구광역시 달서구 감삼남길 144(감삼동),대구광역시 달서구 감삼동 195-23,35.84950978,128.5447406,대구광역시 달서구청,대구광역시 성서경찰서,Y,1,20,2019-09-19
"초등학교",감삼초교,대구광역시 달서구 당산로 137(감삼동),대구광역시 달서구 감삼동 210-7,35.84946572,128.5464561,대구광역시 달서구청,대구광역시 성서경찰서,Y,1,10,2019-09-19
"초등학교",감천초교,대구광역시 달서구 구마로12길 57(본동),대구광역시 달서구 본동 938,35.83458697,128.5340123,대구광역시 달서구청,대구광역시 달서경찰서,Y,1,8,2019-09-19
"초등학교",감천초교,대구광역시 달서구 구마로12길 39(본동),대구광역시 달서구 본동 901-1,35.8354131,128.5340399,대구광역시 달서구청,대구광역시 달서경찰서,Y,1,8,2019-09-19
"유치원",개미유치원,대구광역시 달서구 상원로1길 14(상인동),대구광역시 달서구 상인동 1459-5,35.8105983,128.5349662,대구광역시 달서구청,대구광역시 달서경찰서,Y,1,6,2019-09-19
"유치원",경화유치원,대구광역시 달서구 계대동문로 99(이곡동),대구광역시 달서구 이곡동 1191,35.8562329,128.5031315,대구광역시 달서구청,대구광역시 성서경찰서,Y,1,6,2019-09-19
"초등학교",교대부속초교,대구광역시 달서구 도원남로 18(도원동),대구광역시 달서구 도원동 1440-3,35.80571999,128.5313732,대구광역시 달서구청,대구광역시 달서경찰서,Y,1,25,2019-09-19
"초등학교",교대부속초교,대구광역시 달서구 도원남로 19,,35.8059641,128.532419,대구광역시 달서구청,대구광역시 달서경찰서,Y,1,25,2019-09-19
"초등학교",교대부속초교,대구광역시 달서구 도원남로 19,,35.8059641,128.532419,대구광역시 달서구청,대구광역시 달서경찰서,Y,1,10,2019-09-19
"어린이집",궁전어린이집,대구광역시 달서구 비슬로542길 19(진천동),대구광역시 달서구 대곡동 37,35.80834461,128.5123366,대구광역시 달서구청,대구광역시 달서경찰서,Y,1,10,2019-09-19
"어린이집",궁전어린이집,대구광역시 달서구 명천로 8(진천동),대구광역시 달서구 대곡동 40,35.8085596,128.5126478,대구광역시 달서구청,대구광역시 달서경찰서,Y,1,18,2019-09-19
"어린이집",글로벌시앤시어린이집,대구광역시 달서구 월곡로 113-13 (도원동),대구광역시 달서구 도원동 607,35.8068651,128.5491418,대구광역시 달서구청,대구광역시 성서경찰서,Y,1,6,2019-09-19
"어린이집",기쁨어린이집,대구광역시 달서구 야외음악당로39길 54(두류동),대구광역시 달서구 두류동 486-2,35.8550196,128.5553404,대구광역시 달서구청,대구광역시 성서경찰서,Y,1,10,2019-09-19
"어린이집",꼬마또래어린이집,대구광역시 달서구 와룡로43길 77-9 (용산동),대구광역시 달서구 용산동 901-3,35.8516054,128.5328369,대구광역시 달서구청,대구광역시 성서경찰서,Y,1,8,2019-09-19
"유치원",나경유치원,대구광역시 달서구 송현로12안길 12(송현동),대구광역시 달서구 송현동 1945-6,35.8233788,128.5470565,대구광역시 달서구청,대구광역시 달서경찰서,Y,1,8,2019-09-19
"유치원",난나유치원,대구광역시 달서구 신당로 63(용산동),대구광역시 달서구 신당동 1846-3,35.853783,128.499489,대구광역시 달서구청,대구광역시 성서경찰서,Y,1,6,2019-09-19
"초등학교",남부초교,대구광역시 달서구 당산로24길 104(성당동),대구광역시 달서구 성당동 678-5,35.8461474,128.5507509,대구광역시 달서구청,대구광역시 성서경찰서,Y,1,8,2019-09-19
"초등학교",남부초교,대구광역시 달서구 야외음악당로15길 53(성당동),대구광역시 달서구 성당동 662-9,35.8440081,128.5495018,대구광역시 달서구청,대구광역시 성서경찰서,Y,1,8,2019-09-19
"초등학교",남부초교,대구광역시 달서구 야외음악당로15길 1(성당동),대구광역시 달서구 성당동 654-9,35.84412069,128.5524306,대구광역시 달서구청,대구광역시 성서경찰서,Y,1,20,2019-09-19
"초등학교",남부초교,대구광역시 달서구 장기로16길 40(성당동),대구광역시 달서구 성당동 671-17,35.84526102,128.5514311,대구광역시 달서구청,대구광역시 성서경찰서,Y,1,20,2019-09-19
"초등학교",남부초교,대구광역시 달서구 장기로88-2(성당동),대구광역시 달서구 성당동 657-2,35.84368558,128.5510106,대구광역시 달서구청,대구광역시 성서경찰서,Y,1,20,2019-09-19
"초등학교",남부초교,대구광역시 달서구 당산동길 101(성당동),대구광역시 달서구 성당동 675-35,35.84526662,128.5502023,대구광역시 달서구청,대구광역시 성서경찰서,Y,1,15,2019-09-19
"초등학교",남송초교,대구광역시 달서구 구마로36길 20(본동),대구광역시 달서구 본동 247,35.8361662,128.5456012,대구광역시 달서구청,대구광역시 달서경찰서,Y,1,8,2019-09-19
"초등학교",남송초교,대구광역시 달서구 송현로 192 (본동),대구광역시 달서구 본동 275-1,35.83490543,128.5453558,대구광역시 달서구청,대구광역시 달서경찰서,Y,1,6,2019-09-19
"초등학교",남송초교,대구광역시 달서구 송현로 192(본동),대구광역시 달서구 본동 275-1,35.83490543,128.5453558,대구광역시 달서구청,대구광역시 달서경찰서,Y,1,8,2019-09-19
"초등학교",남송초교,대구광역시 달서구 학산로 185(본동),대구광역시 달서구 본동 275-3,35.83446857,128.5462867,대구광역시 달서구청,대구광역시 달서경찰서,Y,1,18,2019-09-19
"초등학교",내당초교,대구광역시 달서구 명덕로 30(두류동),,35.860004,128.5741098,대구광역시 달서구청,대구광역시 성서경찰서,Y,1,6,2019-09-19
"초등학교",내당초교,대구광역시 달서구 명덕로2길 10(두류동),대구광역시 달서구 두류동 1227-22,35.86142533,128.5718281,대구광역시 달서구청,대구광역시 성서경찰서,Y,1,6,2019-09-19
"초등학교",내당초교,대구광역시 달서구 명덕로22-9(두류동),대구광역시 달서구 두류동 1214-1,35.8605408,128.5725022,대구광역시 달서구청,대구광역시 성서경찰서,Y,1,10,2019-09-19
